Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Tkl%,Past,Press,Succ,%,Def 3rd.1,Mid 3rd.1,Att 3rd.1,Blocks,Sh,ShSv,Pass,Int,Tkl+Int,Clr,Err,Matches,First,Last
511,Hamza Choudhury\Hamza-Choudhury,eng ENG,MF,Leicester City,eng Premier League,21.0,1997.0,9.9,20.0,13,8.0,10.0,2.0,5.0,28.0,17.9,23.0,192.0,62.0,32.3,80.0,88.0,24.0,20.0,7.0,0.0,13.0,18,38,18.0,0.0,Matches,Hamza Choudhury,Hamza-Choudhury
512,Mounir Chouiar\Mounir-Chouiar,fr FRA,MFFW,Dijon,fr Ligue 1,20.0,1999.0,16.7,38.0,27,15.0,15.0,8.0,6.0,41.0,14.6,35.0,359.0,99.0,27.6,87.0,189.0,83.0,21.0,2.0,0.0,19.0,11,49,7.0,0.0,Matches,Mounir Chouiar,Mounir-Chouiar
513,Andreas Christensen\Andreas-Christensen,dk DEN,DF,Chelsea,eng Premier League,23.0,1996.0,19.5,41.0,20,25.0,13.0,3.0,11.0,24.0,45.8,13.0,156.0,57.0,36.5,90.0,62.0,4.0,22.0,9.0,0.0,13.0,15,56,104.0,0.0,Matches,Andreas Christensen,Andreas-Christensen
514,Samuel Chukwueze\Samuel-Chukwueze,ng NGA,MFFW,Villarreal,es La Liga,20.0,1999.0,22.4,18.0,15,8.0,5.0,5.0,7.0,21.0,33.3,14.0,347.0,97.0,28.0,75.0,157.0,115.0,29.0,1.0,0.0,28.0,9,27,8.0,1.0,Matches,Samuel Chukwueze,Samuel-Chukwueze
515,Darko Churlinov\Darko-Churlinov,mk MKD,FW,Köln,de Bundesliga,19.0,2000.0,0.2,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,Matches,Darko Churlinov,Darko-Churlinov
516,Churripi\Churripi,es ESP,GK,Valladolid,es La Liga,25.0,1994.0,2.7,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,Matches,Churripi,Churripi
517,Luca Cigarini\Luca-Cigarini,it ITA,MF,Cagliari,it Serie A,33.0,1986.0,17.8,37.0,26,21.0,14.0,2.0,13.0,48.0,27.1,35.0,254.0,80.0,31.5,114.0,106.0,34.0,42.0,10.0,0.0,32.0,19,56,40.0,0.0,Matches,Luca Cigarini,Luca-Cigarini
518,Per Ciljan Skjelbred\Per-Ciljan-Skjelbred,no NOR,MF,Hertha BSC,de Bundesliga,32.0,1987.0,18.1,49.0,31,18.0,25.0,6.0,11.0,47.0,23.4,36.0,336.0,113.0,33.6,124.0,174.0,38.0,23.0,3.0,0.0,20.0,22,71,26.0,2.0,Matches,Per Ciljan Skjelbred,Per-Ciljan-Skjelbred
519,Jasper Cillessen\Jasper-Cillessen,nl NED,GK,Valencia,es La Liga,30.0,1989.0,23.3,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,Matches,Jasper Cillessen,Jasper-Cillessen
520,Thiago Cionek\Thiago-Cionek,pl POL,DF,SPAL,it Serie A,33.0,1986.0,24.1,65.0,33,37.0,21.0,7.0,22.0,55.0,40.0,33.0,378.0,104.0,27.5,190.0,128.0,60.0,49.0,13.0,0.0,36.0,23,88,106.0,3.0,Matches,Thiago Cionek,Thiago-Cionek
521,Ibrahim Cissé\Ibrahim-Cisse,sn SEN,DF,Angers,fr Ligue 1,23.0,1996.0,0.7,1.0,0,0.0,1.0,0.0,0.0,0.0,,0.0,11.0,3.0,27.3,4.0,5.0,2.0,2.0,0.0,0.0,2.0,0,1,0.0,0.0,Matches,Ibrahim Cissé,Ibrahim-Cisse
522,Ibrahim Cissé\Ibrahim-Cisse,ci CIV,DFFW,Nice,fr Ligue 1,20.0,1999.0,0.6,1.0,1,1.0,0.0,0.0,0.0,0.0,,0.0,2.0,1.0,50.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0,1,6.0,0.0,Matches,Ibrahim Cissé,Ibrahim-Cisse
523,Andrea Cistana\Andrea-Cistana,it ITA,DF,Brescia,it Serie A,22.0,1997.0,20.4,35.0,21,24.0,9.0,2.0,16.0,24.0,66.7,8.0,199.0,57.0,28.6,133.0,58.0,8.0,52.0,37.0,0.0,15.0,24,59,121.0,0.0,Matches,Andrea Cistana,Andrea-Cistana
524,Ciaran Clark\Ciaran-Clark,ie IRL,DF,Newcastle Utd,eng Premier League,29.0,1989.0,13.2,22.0,12,20.0,2.0,0.0,3.0,7.0,42.9,4.0,122.0,44.0,36.1,88.0,28.0,6.0,25.0,13.0,0.0,12.0,14,36,98.0,0.0,Matches,Ciaran Clark,Ciaran-Clark
525,Leon Clarke\Leon-Clarke,eng ENG,FWMF,Sheffield Utd,eng Premier League,34.0,1985.0,0.4,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,17.0,5.0,29.4,2.0,7.0,8.0,0.0,0.0,0.0,0.0,0,0,2.0,0.0,Matches,Leon Clarke,Leon-Clarke
526,Alexis Claude-Maurice\Alexis-Claude-Maurice,fr FRA,MFFW,Nice,fr Ligue 1,21.0,1998.0,18.1,30.0,18,9.0,13.0,8.0,10.0,33.0,30.3,23.0,350.0,87.0,24.9,66.0,149.0,135.0,22.0,4.0,0.0,18.0,12,42,7.0,0.0,Matches,Alexis Claude-Maurice,Alexis-Claude-Maurice
527,Christian Clemens\Christian-Clemens,de GER,MFFW,Köln,de Bundesliga,27.0,1991.0,0.2,1.0,1,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,1.0,100.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1,0.0,0.0,Matches,Christian Clemens,Christian-Clemens
528,Óscar Clemente\Oscar-Clemente,es ESP,MF,Atlético Madrid,es La Liga,20.0,1999.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0,0,0.0,0.0,Matches,Óscar Clemente,Oscar-Clemente
529,Yannis Clementia\Yannis-Clementia,fr FRA,GK,Nice,fr Ligue 1,22.0,1997.0,2.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,Matches,Yannis Clementia,Yannis-Clementia
530,Denilho Cleonise\Denilho-Cleonise,nl NED,FW,Genoa,it Serie A,17.0,2001.0,0.5,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,18.0,4.0,22.2,7.0,8.0,3.0,0.0,0.0,0.0,0.0,2,2,0.0,0.0,Matches,Denilho Cleonise,Denilho-Cleonise
531,Carlos Clerc\Carlos-Clerc,es ESP,DF,Levante,es La Liga,27.0,1992.0,20.5,37.0,19,18.0,17.0,2.0,12.0,25.0,48.0,13.0,256.0,75.0,29.3,115.0,108.0,33.0,48.0,10.0,0.0,38.0,17,54,69.0,0.0,Matches,Carlos Clerc,Carlos-Clerc
532,Tom Cleverley\Tom-Cleverley,eng ENG,MF,Watford,eng Premier League,29.0,1989.0,10.8,27.0,17,11.0,14.0,2.0,11.0,44.0,25.0,33.0,293.0,85.0,29.0,100.0,145.0,48.0,20.0,4.0,0.0,16.0,9,36,16.0,0.0,Matches,Tom Cleverley,Tom-Cleverley
533,Conor Coady\Conor-Coady,eng ENG,DF,Wolves,eng Premier League,26.0,1993.0,38.0,41.0,22,34.0,7.0,0.0,19.0,38.0,50.0,19.0,205.0,69.0,33.7,152.0,53.0,0.0,37.0,18.0,0.0,19.0,24,65,164.0,0.0,Matches,Conor Coady,Conor-Coady
534,Marcus Coco\Marcus-Coco,fr FRA,FW,Nantes,fr Ligue 1,23.0,1996.0,0.2,1.0,1,1.0,0.0,0.0,0.0,0.0,,0.0,2.0,1.0,50.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,Matches,Marcus Coco,Marcus-Coco
535,Renaud Cohade\Renaud-Cohade,fr FRA,MF,Metz,fr Ligue 1,34.0,1984.0,8.5,30.0,16,13.0,14.0,3.0,11.0,37.0,29.7,26.0,269.0,68.0,25.3,64.0,149.0,56.0,17.0,4.0,0.0,13.0,7,37,6.0,0.0,Matches,Renaud Cohade,Renaud-Cohade
536,Coke\Coke,es ESP,DF,Levante,es La Liga,32.0,1987.0,11.0,25.0,15,15.0,7.0,3.0,9.0,26.0,34.6,17.0,120.0,37.0,30.8,64.0,41.0,15.0,16.0,3.0,0.0,13.0,6,31,31.0,0.0,Matches,Coke,Coke
537,Séamus Coleman\Seamus-Coleman,ie IRL,DF,Everton,eng Premier League,30.0,1988.0,20.4,50.0,31,30.0,17.0,3.0,21.0,35.0,60.0,14.0,216.0,78.0,36.1,113.0,81.0,22.0,43.0,10.0,0.0,33.0,12,62,56.0,1.0,Matches,Séamus Coleman,Seamus-Coleman
538,Álex Collado\Alex-Collado,es ESP,DF,Barcelona,es La Liga,20.0,1999.0,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,2.0,100.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,Matches,Álex Collado,Alex-Collado
539,Ebrima Colley\Ebrima-Colley,gm GAM,FW,Atalanta,it Serie A,19.0,2000.0,0.9,2.0,1,1.0,0.0,1.0,1.0,2.0,50.0,1.0,15.0,4.0,26.7,4.0,2.0,9.0,2.0,0.0,0.0,2.0,1,3,0.0,0.0,Matches,Ebrima Colley,Ebrima-Colley
540,Omar Colley\Omar-Colley,gm GAM,DF,Sampdoria,it Serie A,26.0,1992.0,30.8,55.0,34,37.0,16.0,2.0,14.0,32.0,43.8,18.0,273.0,93.0,34.1,181.0,85.0,7.0,51.0,25.0,1.0,26.0,40,95,215.0,2.0,Matches,Omar Colley,Omar-Colley
541,Jamilu Collins\Jamilu-Collins,ng NGA,DF,Paderborn 07,de Bundesliga,24.0,1994.0,29.6,78.0,41,44.0,29.0,5.0,34.0,64.0,53.1,30.0,434.0,144.0,33.2,246.0,150.0,38.0,100.0,20.0,3.0,80.0,40,118,97.0,2.0,Matches,Jamilu Collins,Jamilu-Collins
542,Simone Colombi\Simone-Colombi,it ITA,GK,Parma,it Serie A,28.0,1991.0,4.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,Matches,Simone Colombi,Simone-Colombi
543,Lorenzo Colombo\Lorenzo-Colombo,it ITA,FW,Milan,it Serie A,17.0,2002.0,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,4.0,1.0,25.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,Matches,Lorenzo Colombo,Lorenzo-Colombo
544,Racine Coly\Racine-Coly,sn SEN,DF,Nice,fr Ligue 1,23.0,1995.0,7.2,19.0,9,11.0,6.0,2.0,8.0,18.0,44.4,10.0,129.0,48.0,37.2,72.0,45.0,12.0,9.0,0.0,0.0,9.0,6,25,22.0,0.0,Matches,Racine Coly,Racine-Coly
545,Kingsley Coman\Kingsley-Coman,fr FRA,FWMF,Bayern Munich,de Bundesliga,23.0,1996.0,16.7,23.0,15,10.0,8.0,5.0,11.0,26.0,42.3,15.0,287.0,92.0,32.1,54.0,117.0,116.0,17.0,0.0,0.0,17.0,2,25,4.0,0.0,Matches,Kingsley Coman,Kingsley-Coman
546,Daniel Congré\Daniel-Congre,fr FRA,DF,Montpellier,fr Ligue 1,34.0,1985.0,21.6,33.0,23,22.0,9.0,2.0,16.0,41.0,39.0,25.0,207.0,65.0,31.4,107.0,89.0,11.0,29.0,7.0,0.0,22.0,29,62,96.0,0.0,Matches,Daniel Congré,Daniel-Congre
547,Aaron Connolly\Aaron-Connolly,ie IRL,FW,Brighton,eng Premier League,19.0,2000.0,14.0,12.0,8,1.0,5.0,6.0,3.0,12.0,25.0,9.0,234.0,69.0,29.5,14.0,94.0,126.0,8.0,1.0,0.0,7.0,5,17,1.0,0.0,Matches,Aaron Connolly,Aaron-Connolly
548,Andrea Consigli\Andrea-Consigli,it ITA,GK,Sassuolo,it Serie A,32.0,1987.0,31.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,Matches,Andrea Consigli,Andrea-Consigli
549,Andrea Conti\Andrea-Conti,it ITA,DF,Milan,it Serie A,25.0,1994.0,19.2,53.0,31,34.0,15.0,4.0,18.0,62.0,29.0,44.0,335.0,80.0,23.9,161.0,144.0,30.0,36.0,7.0,0.0,29.0,27,80,43.0,1.0,Matches,Andrea Conti,Andrea-Conti
550,Lewis Cook\Lewis-Cook,eng ENG,MF,Bournemouth,eng Premier League,22.0,1997.0,15.0,27.0,16,15.0,10.0,2.0,8.0,40.0,20.0,32.0,375.0,71.0,18.9,125.0,197.0,53.0,20.0,6.0,0.0,14.0,13,40,15.0,0.0,Matches,Lewis Cook,Lewis-Cook
551,Steve Cook\Steve-Cook,eng ENG,DF,Bournemouth,eng Premier League,28.0,1991.0,27.0,22.0,13,15.0,7.0,0.0,9.0,23.0,39.1,14.0,164.0,55.0,33.5,111.0,44.0,9.0,47.0,28.0,0.0,19.0,19,41,222.0,1.0,Matches,Steve Cook,Steve-Cook
552,Francis Coquelin\Francis-Coquelin,fr FRA,MF,Valencia,es La Liga,28.0,1991.0,21.2,34.0,24,20.0,13.0,1.0,11.0,31.0,35.5,20.0,285.0,79.0,27.7,145.0,115.0,25.0,30.0,10.0,0.0,20.0,29,63,32.0,0.0,Matches,Francis Coquelin,Francis-Coquelin
553,Gabriele Corbo\Gabriele-Corbo,it ITA,DF,Bologna,it Serie A,19.0,2000.0,1.4,1.0,1,1.0,0.0,0.0,0.0,4.0,0.0,4.0,14.0,4.0,28.6,8.0,6.0,0.0,2.0,2.0,1.0,0.0,1,2,9.0,1.0,Matches,Gabriele Corbo,Gabriele-Corbo
554,Sébastien Corchia\Sebastien-Corchia,fr FRA,DF,Espanyol,es La Liga,28.0,1990.0,3.0,2.0,0,2.0,0.0,0.0,1.0,3.0,33.3,2.0,17.0,5.0,29.4,7.0,5.0,5.0,12.0,1.0,0.0,11.0,2,4,6.0,0.0,Matches,Sébastien Corchia,Sebastien-Corchia
555,Iñigo Córdoba\Inigo-Cordoba,es ESP,FW,Athletic Club,es La Liga,22.0,1997.0,16.0,26.0,14,14.0,11.0,1.0,10.0,52.0,19.2,42.0,396.0,104.0,26.3,120.0,166.0,110.0,39.0,1.0,0.0,38.0,10,36,11.0,0.0,Matches,Iñigo Córdoba,Inigo-Cordoba
556,Jhon Córdoba\Jhon-Cordoba,co COL,FW,Köln,de Bundesliga,26.0,1993.0,22.2,14.0,11,1.0,9.0,4.0,3.0,11.0,27.3,8.0,445.0,112.0,25.2,17.0,172.0,256.0,18.0,1.0,0.0,17.0,7,21,19.0,0.0,Matches,Jhon Córdoba,Jhon-Cordoba
557,Sergio Córdova\Sergio-Cordova,ve VEN,FWMF,Augsburg,de Bundesliga,21.0,1997.0,4.1,4.0,3,0.0,4.0,0.0,1.0,11.0,9.1,10.0,157.0,24.0,15.3,15.0,88.0,54.0,3.0,0.0,0.0,3.0,1,5,3.0,0.0,Matches,Sergio Córdova,Sergio-Cordova
558,Benjamin Corgnet\Benjamin-Corgnet,fr FRA,MF,Strasbourg,fr Ligue 1,32.0,1987.0,2.9,4.0,3,3.0,0.0,1.0,1.0,4.0,25.0,3.0,49.0,9.0,18.4,7.0,29.0,13.0,2.0,0.0,0.0,2.0,1,5,2.0,1.0,Matches,Benjamin Corgnet,Benjamin-Corgnet
559,Jack Cork\Jack-Cork,eng ENG,MF,Burnley,eng Premier League,30.0,1989.0,29.0,39.0,27,10.0,21.0,8.0,11.0,65.0,16.9,54.0,605.0,172.0,28.4,146.0,347.0,112.0,53.0,12.0,0.0,41.0,25,64,57.0,0.0,Matches,Jack Cork,Jack-Cork
560,Andreas Cornelius\Andreas-Cornelius,dk DEN,FW,Parma,it Serie A,26.0,1993.0,16.6,8.0,6,3.0,3.0,2.0,2.0,13.0,15.4,11.0,219.0,57.0,26.0,17.0,112.0,90.0,6.0,1.0,0.0,5.0,2,10,27.0,0.0,Matches,Andreas Cornelius,Andreas-Cornelius
561,Maxwel Cornet\Maxwel-Cornet,ci CIV,FWDF,Lyon,fr Ligue 1,22.0,1996.0,14.8,28.0,14,20.0,5.0,3.0,17.0,26.0,65.4,9.0,219.0,68.0,31.1,83.0,82.0,54.0,20.0,2.0,0.0,18.0,15,43,30.0,0.0,Matches,Maxwel Cornet,Maxwel-Cornet
562,Quentin Cornette\Quentin-Cornette,fr FRA,FWMF,Amiens,fr Ligue 1,25.0,1994.0,3.9,6.0,1,4.0,1.0,1.0,1.0,11.0,9.1,10.0,96.0,20.0,20.8,19.0,38.0,39.0,11.0,1.0,0.0,10.0,9,15,3.0,0.0,Matches,Quentin Cornette,Quentin-Cornette
563,Ángel Correa\Angel-Correa,ar ARG,MFFW,Atlético Madrid,es La Liga,24.0,1995.0,22.9,23.0,15,8.0,5.0,10.0,6.0,40.0,15.0,34.0,410.0,123.0,30.0,71.0,189.0,150.0,39.0,6.0,0.0,33.0,12,35,20.0,0.0,Matches,Ángel Correa,Angel-Correa
564,Joaquín Correa\Joaquin-Correa,ar ARG,FWMF,Lazio,it Serie A,24.0,1994.0,22.2,15.0,11,5.0,7.0,3.0,3.0,23.0,13.0,20.0,357.0,95.0,26.6,43.0,148.0,166.0,8.0,2.0,0.0,6.0,5,20,9.0,0.0,Matches,Joaquín Correa,Joaquin-Correa
565,Rober Correa\Rober-Correa,es ESP,DF,Eibar,es La Liga,26.0,1992.0,10.3,16.0,9,10.0,4.0,2.0,7.0,14.0,50.0,7.0,92.0,25.0,27.2,30.0,41.0,21.0,21.0,5.0,0.0,16.0,5,21,49.0,0.0,Matches,Rober Correa,Rober-Correa
566,Thierry Correia\Thierry-Correia,pt POR,DF,Valencia,es La Liga,20.0,1999.0,2.9,7.0,5,5.0,2.0,0.0,1.0,3.0,33.3,2.0,32.0,15.0,46.9,20.0,11.0,1.0,6.0,0.0,0.0,6.0,1,8,13.0,0.0,Matches,Thierry Correia,Thierry-Correia
567,Antonio Cortés\Antonio-Cortes,es ESP,FWMF,Granada,es La Liga,19.0,2000.0,2.0,3.0,3,2.0,1.0,0.0,0.0,1.0,0.0,1.0,41.0,12.0,29.3,6.0,13.0,22.0,2.0,0.0,0.0,2.0,0,3,0.0,0.0,Matches,Antonio Cortés,Antonio-Cortes
568,Angelo da Costa Júnior\Angelo-da-Costa-Junior,br BRA,GK,Bologna,it Serie A,35.0,1983.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,Matches,Angelo da Costa Júnior,Angelo-da-Costa-Junior
569,Danny da Costa\Danny-da-Costa,de GER,DFMF,Eint Frankfurt,de Bundesliga,26.0,1993.0,15.4,32.0,21,18.0,9.0,5.0,10.0,22.0,45.5,12.0,230.0,68.0,29.6,57.0,106.0,67.0,27.0,2.0,0.0,25.0,11,43,40.0,0.0,Matches,Danny da Costa,Danny-da-Costa
570,Diego Costa\Diego-Costa,es ESP,FW,Atlético Madrid,es La Liga,30.0,1988.0,15.0,10.0,9,2.0,5.0,3.0,2.0,10.0,20.0,8.0,200.0,59.0,29.5,18.0,94.0,88.0,14.0,3.0,0.0,11.0,3,13,12.0,0.0,Matches,Diego Costa,Diego-Costa
571,Douglas Costa\Douglas-Costa,br BRA,FWMF,Juventus,it Serie A,28.0,1990.0,8.9,5.0,5,4.0,1.0,0.0,1.0,10.0,10.0,9.0,114.0,25.0,21.9,22.0,52.0,40.0,10.0,0.0,0.0,10.0,6,11,3.0,0.0,Matches,Douglas Costa,Douglas-Costa
572,Jaume Costa\Jaume-Costa,es ESP,DF,Valencia,es La Liga,31.0,1988.0,15.4,26.0,18,16.0,8.0,2.0,12.0,28.0,42.9,16.0,149.0,39.0,26.2,78.0,51.0,20.0,37.0,6.0,0.0,31.0,8,34,64.0,0.0,Matches,Jaume Costa,Jaume-Costa
573,Nuno da Costa\Nuno-da-Costa,cv CPV,FWMF,Strasbourg,fr Ligue 1,28.0,1991.0,5.9,11.0,6,2.0,6.0,3.0,3.0,10.0,30.0,7.0,130.0,31.0,23.8,9.0,59.0,62.0,12.0,1.0,0.0,11.0,5,16,3.0,0.0,Matches,Nuno da Costa,Nuno-da-Costa
574,David Costas\David-Costas,es ESP,DF,Celta Vigo,es La Liga,24.0,1995.0,3.8,7.0,4,6.0,1.0,0.0,0.0,3.0,0.0,3.0,26.0,9.0,34.6,19.0,4.0,3.0,6.0,4.0,0.0,2.0,7,14,19.0,0.0,Matches,David Costas,David-Costas
575,Benoît Costil\Benoit-Costil,fr FRA,GK,Bordeaux,fr Ligue 1,32.0,1987.0,28.0,0.0,0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,7.0,3.0,42.9,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.0,0.0,Matches,Benoît Costil,Benoit-Costil
576,Kalifa Coulibaly\Kalifa-Coulibaly,ml MLI,FW,Nantes,fr Ligue 1,27.0,1991.0,18.0,11.0,7,0.0,7.0,4.0,3.0,9.0,33.3,6.0,252.0,68.0,27.0,4.0,88.0,160.0,10.0,2.0,0.0,8.0,7,18,29.0,0.0,Matches,Kalifa Coulibaly,Kalifa-Coulibaly
577,Senou Coulibaly\Senou-Coulibaly,ml MLI,DF,Dijon,fr Ligue 1,24.0,1994.0,7.4,12.0,5,8.0,4.0,0.0,3.0,6.0,50.0,3.0,80.0,20.0,25.0,60.0,18.0,2.0,16.0,11.0,0.0,5.0,12,24,53.0,0.0,Matches,Senou Coulibaly,Senou-Coulibaly
578,Yoann Court\Yoann-Court,fr FRA,FWMF,Brest,fr Ligue 1,29.0,1990.0,16.3,57.0,32,32.0,20.0,5.0,20.0,69.0,29.0,49.0,328.0,79.0,24.1,84.0,156.0,88.0,23.0,0.0,0.0,23.0,12,69,17.0,0.0,Matches,Yoann Court,Yoann-Court
579,Thibaut Courtois\Thibaut-Courtois,be BEL,GK,Real Madrid,es La Liga,27.0,1992.0,34.0,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.0,2.0,Matches,Thibaut Courtois,Thibaut-Courtois
580,Philippe Coutinho\Philippe-Coutinho,br BRA,MFFW,Bayern Munich,de Bundesliga,27.0,1992.0,15.7,28.0,25,1.0,17.0,10.0,4.0,16.0,25.0,12.0,235.0,92.0,39.1,20.0,124.0,91.0,14.0,2.0,0.0,12.0,6,34,3.0,0.0,Matches,Philippe Coutinho,Philippe-Coutinho
581,Nicolas Cozza\Nicolas-Cozza,fr FRA,DF,Montpellier,fr Ligue 1,20.0,1999.0,6.2,6.0,4,4.0,2.0,0.0,0.0,3.0,0.0,3.0,53.0,11.0,20.8,39.0,14.0,0.0,13.0,6.0,0.0,7.0,7,13,27.0,0.0,Matches,Nicolas Cozza,Nicolas-Cozza
582,Alessio Cragno\Alessio-Cragno,it ITA,GK,Cagliari,it Serie A,25.0,1994.0,16.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,Matches,Alessio Cragno,Alessio-Cragno
583,Aaron Cresswell\Aaron-Cresswell,eng ENG,DF,West Ham,eng Premier League,29.0,1989.0,30.3,48.0,29,25.0,18.0,5.0,24.0,59.0,40.7,35.0,355.0,118.0,33.2,186.0,130.0,39.0,64.0,10.0,0.0,54.0,15,63,92.0,2.0,Matches,Aaron Cresswell,Aaron-Cresswell
584,Domenico Criscito\Domenico-Criscito,it ITA,DF,Genoa,it Serie A,32.0,1986.0,22.8,69.0,44,46.0,17.0,6.0,27.0,61.0,44.3,34.0,310.0,99.0,31.9,174.0,104.0,32.0,53.0,15.0,0.0,38.0,38,107,83.0,1.0,Matches,Domenico Criscito,Domenico-Criscito
585,Bryan Cristante\Bryan-Cristante,it ITA,MF,Roma,it Serie A,24.0,1995.0,18.0,25.0,14,7.0,14.0,4.0,10.0,27.0,37.0,17.0,301.0,71.0,23.6,98.0,150.0,53.0,21.0,4.0,0.0,17.0,11,36,31.0,0.0,Matches,Bryan Cristante,Bryan-Cristante
586,Sebastián Cristóforo\Sebastian-Cristoforo,uy URU,MF,Fiorentina,it Serie A,25.0,1993.0,1.0,5.0,4,3.0,1.0,1.0,2.0,6.0,33.3,4.0,19.0,8.0,42.1,10.0,7.0,2.0,2.0,1.0,0.0,1.0,2,7,0.0,0.0,Matches,Sebastián Cristóforo,Sebastian-Cristoforo
587,Sebastián Cristóforo\Sebastian-Cristoforo,uy URU,MF,Eibar,es La Liga,25.0,1993.0,9.7,42.0,24,14.0,17.0,11.0,9.0,28.0,32.1,19.0,257.0,80.0,31.1,68.0,127.0,62.0,31.0,3.0,0.0,28.0,7,49,2.0,0.0,Matches,Sebastián Cristóforo,Sebastian-Cristoforo
588,Juan Cuadrado\Juan-Cuadrado,co COL,DF,Juventus,it Serie A,31.0,1988.0,29.5,74.0,40,39.0,29.0,6.0,30.0,64.0,46.9,34.0,345.0,103.0,29.9,151.0,141.0,53.0,51.0,9.0,0.0,42.0,24,98,55.0,0.0,Matches,Juan Cuadrado,Juan-Cuadrado
589,Cucho\Cucho,co COL,FWMF,Mallorca,es La Liga,20.0,1999.0,16.5,19.0,11,9.0,9.0,1.0,4.0,15.0,26.7,11.0,259.0,61.0,23.6,58.0,120.0,81.0,20.0,2.0,0.0,18.0,9,28,14.0,0.0,Matches,Cucho,Cucho
590,Marc Cucurella\Marc-Cucurella,es ESP,MFDF,Getafe,es La Liga,21.0,1998.0,36.0,88.0,62,31.0,45.0,12.0,27.0,82.0,32.9,55.0,941.0,304.0,32.3,229.0,462.0,250.0,76.0,8.0,1.0,68.0,29,117,41.0,0.0,Matches,Marc Cucurella,Marc-Cucurella
591,Iván Cuéllar\Ivan-Cuellar,es ESP,GK,Leganés,es La Liga,35.0,1984.0,27.0,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.0,1.0,Matches,Iván Cuéllar,Ivan-Cuellar
592,Jaume Cuéllar\Jaume-Cuellar,bo BOL,FWMF,SPAL,it Serie A,17.0,2001.0,0.8,1.0,1,0.0,0.0,1.0,0.0,1.0,0.0,1.0,14.0,4.0,28.6,0.0,5.0,9.0,1.0,0.0,0.0,1.0,0,1,0.0,0.0,Matches,Jaume Cuéllar,Jaume-Cuellar
593,Mickaël Cuisance\Mickael-Cuisance,fr FRA,MFFW,Bayern Munich,de Bundesliga,19.0,1999.0,3.4,5.0,3,1.0,2.0,2.0,1.0,11.0,9.1,10.0,87.0,19.0,21.8,16.0,39.0,32.0,5.0,1.0,0.0,4.0,1,6,2.0,0.0,Matches,Mickaël Cuisance,Mickael-Cuisance
594,Matheus Cunha\Matheus-Cunha,br BRA,FWMF,Hertha BSC,de Bundesliga,20.0,1999.0,8.3,12.0,9,6.0,5.0,1.0,4.0,11.0,36.4,7.0,177.0,45.0,25.4,25.0,82.0,70.0,17.0,1.0,0.0,16.0,6,18,2.0,0.0,Matches,Matheus Cunha,Matheus-Cunha
